Policy Number,Insured Amount,Start Date,End Date,Latitude,Longitude,Country,ISO3
6218,1030,15/09/2016,31/03/2017,51.87340863,33.47965124,Ukraine,UKR
6219,3121,01/08/2016,20/03/2017,47.56659141,34.40620967,Ukraine,UKR
6220,3103,08/11/2016,27/01/2017,49.72178286,37.59805619,Ukraine,UKR
6221,4228,31/10/2016,18/03/2017,48.92041058,38.42735958,Ukraine,UKR
6222,2141,07/08/2016,14/03/2017,48.56976015,39.33438432,Ukraine,UKR
6223,2870,23/10/2016,17/01/2017,49.57403994,34.57028235,Ukraine,UKR
6224,405,22/09/2016,02/01/2017,49.08352724,33.42962846,Ukraine,UKR
6225,4728,15/03/2017,16/07/2017,46.83782452,35.37746822,Ukraine,UKR
6226,317,28/09/2016,23/09/2017,47.85729718,35.17680863,Ukraine,UKR
6227,1741,05/12/2016,29/07/2017,44.49931093,34.15940303,Ukraine,UKR
6228,2914,07/09/2016,10/04/2017,51.38940716,30.09887569,Ukraine,UKR
6229,935,28/07/2016,14/03/2017,50.92429344,34.78086381,Ukraine,UKR
6230,2673,06/05/2017,29/04/2018,47.09618085,37.55619828,Ukraine,UKR
6231,2591,14/01/2017,05/08/2017,49.83498008,24.02999548,Ukraine,UKR
6232,257,23/05/2017,16/09/2017,46.4900163,30.71000118,Ukraine,UKR
6233,3190,06/01/2017,21/06/2017,50.24557517,28.66216752,Ukraine,UKR
6234,1510,12/03/2017,08/02/2018,48.47997235,35.00002356,Ukraine,UKR
6235,2751,16/10/2016,30/03/2017,48.00000165,37.82998002,Ukraine,UKR
6236,315,18/04/2017,12/07/2017,49.99998293,36.25002478,Ukraine,UKR
6237,72,19/02/2017,21/01/2018,44.59997662,33.46497514,Ukraine,UKR
6238,4237,30/11/2016,27/07/2017,50.43336733,30.51662797,Ukraine,UKR
6239,77,11/04/2017,24/10/2017,25.56527285,55.55334265,United Arab Emirates,ARE
6240,2002,19/03/2017,13/01/2018,25.37138287,55.40647823,United Arab Emirates,ARE
6241,1083,02/04/2017,08/10/2017,24.97623903,55.01074011,United Arab Emirates,ARE
6242,160,06/09/2016,25/01/2017,25.79153811,55.94277624,United Arab Emirates,ARE
6243,2452,16/09/2016,31/01/2017,25.12343935,56.33748083,United Arab Emirates,ARE
6244,4574,08/12/2016,07/12/2017,24.2304706,55.73999792,United Arab Emirates,ARE
6245,4085,21/09/2016,14/07/2017,24.46668357,54.36659338,United Arab Emirates,ARE
6246,967,26/01/2017,18/11/2017,25.22999615,55.27997432,United Arab Emirates,ARE
6247,3657,23/05/2017,16/09/2017,55.93329002,-4.750030763,United Kingdom,GBR
6248,3708,13/05/2017,31/12/2017,54.92001853,-1.380029746,United Kingdom,GBR
6249,1454,30/10/2016,31/01/2017,50.90003135,-1.399976849,United Kingdom,GBR
6250,2651,23/04/2017,17/07/2017,51.44999778,-2.583315472,United Kingdom,GBR
6251,3900,08/07/2017,17/01/2018,50.72999005,-1.900049684,United Kingdom,GBR
6252,401,09/03/2017,18/11/2017,54.60001223,-7.300004315,United Kingdom,GBR
6253,4420,21/01/2017,26/09/2017,53.20002016,-2.919987428,United Kingdom,GBR
6254,1365,04/04/2017,07/11/2017,51.6299868,-3.950002077,United Kingdom,GBR
6255,2555,19/11/2016,06/04/2017,54.87999514,-2.929986818,United Kingdom,GBR
6256,543,14/03/2017,11/12/2017,51.55001752,0.71999711,United Kingdom,GBR
6257,4828,17/10/2016,17/05/2017,51.46997072,-0.980028322,United Kingdom,GBR
6258,2744,31/08/2016,04/04/2017,52.62997744,-1.133248943,United Kingdom,GBR
6259,234,12/03/2017,28/02/2018,53.80003522,-1.749981325,United Kingdom,GBR
6260,618,18/01/2017,09/01/2018,53.36667666,-1.499996583,United Kingdom,GBR
6261,2606,07/09/2016,02/09/2017,56.81647795,-5.112075806,United Kingdom,GBR
6262,4073,18/04/2017,03/01/2018,55.4503996,-4.61667973,United Kingdom,GBR
6263,4030,08/10/2016,21/01/2017,57.17039797,-2.079987021,United Kingdom,GBR
6264,1076,10/10/2016,08/09/2017,56.40034161,-3.469979697,United Kingdom,GBR
6265,4758,02/03/2017,19/11/2017,56.47038902,-3.000008384,United Kingdom,GBR
6266,4785,04/04/2017,14/09/2017,54.58037518,-1.230013063,United Kingdom,GBR
6267,60,18/08/2016,12/08/2017,52.42040367,-1.499996583,United Kingdom,GBR
6268,2056,19/07/2017,31/01/2018,51.3837486,-2.350022218,United Kingdom,GBR
6269,4672,13/10/2016,13/01/2017,50.70040529,-3.529950197,United Kingdom,GBR
6270,4045,12/06/2017,26/01/2018,52.20039125,0.116623086,United Kingdom,GBR
6271,2537,17/08/2016,20/04/2017,53.75042584,-0.32999048,United Kingdom,GBR
6272,193,23/03/2017,22/06/2017,55.00037539,-7.333283937,United Kingdom,GBR
6273,2879,05/05/2017,07/04/2018,54.52037884,-6.670016929,United Kingdom,GBR
6274,1349,16/05/2017,03/01/2018,50.13372154,-5.550033611,United Kingdom,GBR
6275,3172,24/11/2016,14/10/2017,53.97038658,-1.080022218,United Kingdom,GBR
6276,2141,07/10/2016,06/06/2017,53.83039512,-3.050005332,United Kingdom,GBR
6277,3619,20/02/2017,21/10/2017,55.06708966,-3.550000652,United Kingdom,GBR
6278,4170,25/10/2016,01/05/2017,54.28039349,-0.429984376,United Kingdom,GBR
6279,123,21/04/2017,06/07/2017,50.38538576,-4.159989259,United Kingdom,GBR
6280,4590,30/08/2016,29/05/2017,52.07034751,1.169995482,United Kingdom,GBR
6281,2529,06/01/2017,23/07/2017,52.63036501,1.300013386,United Kingdom,GBR
6282,1389,21/02/2017,17/09/2017,50.83034568,-0.169974407,United Kingdom,GBR
6283,4127,15/07/2017,14/05/2018,58.96698081,-2.950011435,United Kingdom,GBR
6284,891,14/01/2017,08/01/2018,57.46712404,-4.23326644,United Kingdom,GBR
6285,414,09/06/2017,16/10/2017,51.7704175,-1.249986004,United Kingdom,GBR
6286,4664,16/06/2017,05/09/2017,51.88035911,-0.420010825,United Kingdom,GBR
6287,1488,18/12/2016,14/04/2017,50.80034751,-1.080022218,United Kingdom,GBR
6288,2415,16/11/2016,12/04/2017,52.58041974,-0.249995363,United Kingdom,GBR
6289,3459,27/10/2016,15/09/2017,52.97034426,-1.170016725,United Kingdom,GBR
6290,3891,22/12/2016,19/03/2017,53.00036826,-2.180006756,United Kingdom,GBR
6291,2919,22/04/2017,05/04/2018,51.13371218,1.300013386,United Kingdom,GBR
6292,4609,03/10/2016,16/07/2017,55.94832786,-3.219090618,United Kingdom,GBR
6293,2673,29/07/2016,19/11/2016,55.00037539,-1.59999048,United Kingdom,GBR
6294,1850,14/08/2016,06/05/2017,53.41600181,-2.917997886,United Kingdom,GBR
6295,3182,04/06/2017,17/01/2018,51.49999473,-3.22500757,United Kingdom,GBR
6296,2507,25/02/2017,24/01/2018,58.43329246,-3.083362469,United Kingdom,GBR
6297,1394,30/08/2016,18/06/2017,53.83000755,-1.580017539,United Kingdom,GBR
6298,2123,18/11/2016,06/09/2017,60.15003522,-1.149992108,United Kingdom,GBR
6299,1073,17/08/2016,22/05/2017,53.50041526,-2.247987103,United Kingdom,GBR
6300,3119,21/08/2016,29/03/2017,52.47497398,-1.919996787,United Kingdom,GBR
6301,642,15/01/2017,21/09/2017,54.60001223,-5.960034425,United Kingdom,GBR
6302,2766,19/12/2016,07/09/2017,55.87440472,-4.250707236,United Kingdom,GBR
6303,1752,13/02/2017,08/05/2017,51.49999473,-0.116721844,United Kingdom,GBR
6304,4749,07/06/2017,04/11/2017,44.29048647,-93.26801274,United States of America,USA
6305,1722,20/05/2017,15/05/2018,44.16362083,-93.99915674,United States of America,USA
6306,3748,14/05/2017,11/10/2017,43.64778668,-93.36870427,United States of America,USA
6307,1033,06/10/2016,29/04/2017,45.12188275,-95.04330489,United States of America,USA
6308,1910,25/09/2016,08/04/2017,46.35800885,-94.20084986,United States of America,USA
6309,940,05/03/2017,17/01/2018,47.77376223,-96.60773137,United States of America,USA
6310,2118,27/09/2016,14/04/2017,45.731768,-107.612486,United States of America,USA
6311,2226,21/12/2016,16/06/2017,47.10858319,-104.7104926,United States of America,USA
6312,562,31/10/2016,30/05/2017,45.21567548,-112.6839852,United States of America,USA
6313,4207,08/12/2016,02/10/2017,47.68800519,-114.156686,United States of America,USA
6314,1369,01/08/2016,01/08/2017,48.11221702,-98.85968693,United States of America,USA
6315,540,19/12/2016,14/08/2017,42.53581321,-113.7918763,United States of America,USA
6316,1326,26/04/2017,31/10/2017,47.47421979,-115.9268881,United States of America,USA
6317,4831,17/04/2017,24/10/2017,46.21137697,-119.1360979,United States of America,USA
6318,2178,24/11/2016,28/07/2017,46.71641075,-122.9529708,United States of America,USA
6319,3013,10/07/2017,17/06/2018,33.58194114,-112.1958238,United States of America,USA
6320,4431,30/10/2016,09/06/2017,32.83382143,-109.7068801,United States of America,USA
6321,3532,08/06/2017,07/09/2017,32.87937421,-111.7566258,United States of America,USA
6322,1788,21/12/2016,21/12/2017,33.42391461,-111.7360844,United States of America,USA
6323,4248,28/11/2016,01/11/2017,34.49829348,-114.3082789,United States of America,USA
6324,4032,08/06/2017,26/05/2018,37.87390139,-122.271152,United States of America,USA
6325,1820,12/04/2017,17/02/2018,32.67194501,-117.0980052,United States of America,USA
6326,1202,15/09/2016,28/02/2017,39.30776735,-123.7994308,United States of America,USA
6327,800,29/03/2017,22/08/2017,35.6265967,-120.6899823,United States of America,USA
6328,1050,15/03/2017,12/07/2017,33.94194501,-117.3980386,United States of America,USA
6329,1927,31/07/2016,03/12/2016,35.76193728,-119.2430681,United States of America,USA
6330,2952,03/10/2016,08/09/2017,37.55691815,-122.3130616,United States of America,USA
6331,2300,22/03/2017,06/08/2017,38.11194887,-122.258052,United States of America,USA
6332,287,22/07/2016,09/04/2017,39.54658999,-107.3247,United States of America,USA
6333,4622,01/08/2016,13/05/2017,39.69585736,-104.808497,United States of America,USA
6334,4814,15/08/2016,24/02/2017,40.41919822,-104.739974,United States of America,USA
6335,3030,04/06/2017,26/05/2018,38.06699038,-117.2289791,United States of America,USA
6336,2732,16/07/2017,02/04/2018,32.26109153,-107.7557848,United States of America,USA
6337,4343,08/08/2016,31/10/2016,33.13359641,-107.2528956,United States of America,USA
6338,3044,26/05/2017,05/01/2018,35.59701194,-105.2225027,United States of America,USA
6339,630,21/07/2017,04/04/2018,36.75415061,-108.1860944,United States of America,USA
6340,4655,22/08/2016,13/07/2017,44.05194806,-122.9780339,United States of America,USA
6341,3861,07/06/2017,21/04/2018,45.45524742,-123.8425031,United States of America,USA
6342,4516,20/07/2017,01/02/2018,44.02662661,-116.9618895,United States of America,USA
6343,3772,05/06/2017,20/12/2017,45.32468691,-118.0866012,United States of America,USA
6344,161,02/12/2016,02/04/2017,38.77247703,-112.0832984,United States of America,USA
6345,2285,01/01/2017,10/08/2017,39.71027508,-111.8354841,United States of America,USA
6346,280,23/06/2017,08/01/2018,42.83300437,-108.7325985,United States of America,USA
6347,1405,12/10/2016,23/03/2017,44.75867495,-108.7584367,United States of America,USA
6348,4328,08/10/2016,04/04/2017,36.05708722,-90.50288436,United States of America,USA
6349,3647,04/09/2016,25/04/2017,41.66108624,-91.52997929,United States of America,USA
6350,3072,21/07/2017,23/02/2018,41.01288291,-92.414809,United States of America,USA
6351,4007,02/02/2017,19/01/2018,43.14528505,-95.14717452,United States of America,USA
6352,2406,19/10/2016,16/03/2017,42.50682273,-94.1802568,United States of America,USA
6353,744,11/08/2016,22/02/2017,38.06549176,-97.92349085,United States of America,USA
6354,1589,17/12/2016,30/11/2017,39.11358052,-94.63014638,United States of America,USA
6355,3130,15/09/2016,07/04/2017,38.95975242,-95.25522994,United States of America,USA
6356,3991,21/12/2016,31/08/2017,37.97521303,-100.8640866,United States of America,USA
6357,1867,02/04/2017,01/08/2017,39.19402753,-96.59243514,United States of America,USA
6358,1714,29/04/2017,07/09/2017,38.87936973,-99.322191,United States of America,USA
6359,349,20/03/2017,05/02/2018,39.34848838,-101.7110374,United States of America,USA
6360,4603,19/07/2017,20/04/2018,39.09111391,-94.41528121,United States of America,USA
6361,3829,31/07/2016,29/05/2017,40.19368227,-92.58280908,United States of America,USA
6362,4477,25/11/2016,24/04/2017,40.70070559,-99.08114628,United States of America,USA
6363,1804,28/06/2017,20/04/2018,40.92226829,-98.35798629,United States of America,USA
6364,3932,08/03/2017,28/08/2017,42.10139528,-102.8701915,United States of America,USA
6365,3814,20/10/2016,20/09/2017,36.74720013,-95.98058618,United States of America,USA
6366,2690,16/10/2016,08/02/2017,36.39554201,-97.8780931,United States of America,USA
6367,976,03/11/2016,26/05/2017,34.1810777,-97.12940495,United States of America,USA
6368,3716,25/08/2016,09/02/2017,34.93299562,-95.76597396,United States of America,USA
6369,4410,20/09/2016,29/01/2017,36.13535118,-97.06829757,United States of America,USA
6370,4856,02/10/2016,27/01/2017,44.35084454,-103.7657699,United States of America,USA
6371,4397,08/07/2017,31/10/2017,30.27495953,-89.78109379,United States of America,USA
6372,1428,20/08/2016,25/06/2017,30.22638369,-93.21718897,United States of America,USA
6373,586,26/07/2016,18/10/2016,29.98386619,-90.15277653,United States of America,USA
6374,4489,22/08/2016,18/11/2016,30.00358075,-91.81830794,United States of America,USA
6375,4362,11/11/2016,10/09/2017,30.67418581,-96.36968388,United States of America,USA
6376,3937,15/02/2017,18/10/2017,29.88307131,-97.94111251,United States of America,USA
6377,4718,25/08/2016,02/01/2017,32.50053428,-94.74027429,United States of America,USA
6378,3748,13/06/2017,23/01/2018,26.20303754,-98.22972538,United States of America,USA
6379,986,02/05/2017,02/10/2017,26.19755983,-97.69019759,United States of America,USA
6380,3750,26/12/2016,04/06/2017,27.75046246,-98.07048446,United States of America,USA
6381,1730,08/08/2016,07/06/2017,29.6978113,-98.12632084,United States of America,USA
6382,2892,28/04/2017,01/08/2017,32.35152529,-97.39248967,United States of America,USA
6383,2859,14/11/2016,22/02/2017,31.70789532,-98.98231511,United States of America,USA
6384,2162,11/10/2016,09/07/2017,30.36071657,-103.6650009,United States of America,USA
6385,3120,16/11/2016,11/09/2017,31.04248374,-104.8322423,United States of America,USA
6386,2198,29/09/2016,26/06/2017,32.24318565,-101.4751862,United States of America,USA
6387,3148,15/01/2017,06/11/2017,34.15105369,-99.29038416,United States of America,USA
6388,438,13/12/2016,15/10/2017,34.4248871,-100.2139195,United States of America,USA
6389,3903,20/01/2017,14/05/2017,34.82191713,-102.3985924,United States of America,USA
6390,4370,21/04/2017,12/12/2017,36.06080792,-102.5186109,United States of America,USA
6391,3331,04/02/2017,29/04/2017,29.41087791,-94.96276717,United States of America,USA
6392,1727,31/01/2017,23/09/2017,29.66086265,-95.14774296,United States of America,USA
6393,4893,06/07/2017,19/02/2018,29.75584393,-94.96772811,United States of America,USA
6394,1761,02/05/2017,08/09/2017,32.68476076,-97.02023849,United States of America,USA
6395,4829,23/08/2016,21/05/2017,41.3555235,-72.10002832,United States of America,USA
6396,850,31/08/2016,11/12/2016,41.05334556,-73.53919112,United States of America,USA
6397,1226,06/06/2017,04/06/2018,41.55000775,-73.05002202,United States of America,USA
6398,1548,21/09/2016,14/08/2017,41.6561253,-70.94469833,United States of America,USA
6399,421,20/06/2017,29/05/2018,42.12002464,-72.57999903,United States of America,USA
6400,2532,17/01/2017,27/06/2017,42.5224989,-70.88309175,United States of America,USA
6401,1781,04/04/2017,03/10/2017,42.44819582,-73.25982833,United States of America,USA
6402,1403,04/03/2017,21/01/2018,44.25997154,-72.57581323,United States of America,USA
6403,3780,08/05/2017,26/08/2017,32.60970074,-85.48083948,United States of America,USA
6404,3318,01/10/2016,22/02/2017,34.79969627,-87.67724288,United States of America,USA
6405,3312,14/04/2017,07/03/2018,28.02191876,-81.73300623,United States of America,USA
6406,1067,27/09/2016,02/02/2017,28.08331036,-80.60832035,United States of America,USA
6407,863,29/05/2017,01/02/2018,25.46830202,-80.47778569,United States of America,USA
6408,3432,09/06/2017,26/09/2017,28.78995974,-81.27998478,United States of America,USA
6409,4158,14/07/2017,30/03/2018,25.80991953,-80.13178111,United States of America,USA
6410,2899,09/03/2017,01/06/2017,26.27083701,-80.27082158,United States of America,USA
6411,1803,22/02/2017,30/07/2017,27.00004315,-82.10569666,United States of America,USA
6412,2183,15/08/2016,10/06/2017,28.47894513,-82.54771102,United States of America,USA
6413,1953,16/05/2017,14/05/2018,29.53800193,-81.22329574,United States of America,USA
6414,952,27/05/2017,02/12/2017,29.64768516,-81.65130579,United States of America,USA
6415,1937,08/11/2016,14/09/2017,28.81050112,-81.88333297,United States of America,USA
6416,2448,08/04/2017,02/01/2018,30.18971926,-82.63974675,United States of America,USA
6417,509,18/10/2016,22/09/2017,30.75420677,-86.57260746,United States of America,USA
6418,1991,01/08/2016,31/01/2017,30.15861005,-85.65527328,United States of America,USA
6419,960,31/10/2016,27/07/2017,34.76972394,-84.97030217,United States of America,USA
6420,1825,19/02/2017,10/05/2017,33.95561342,-84.54324813,United States of America,USA
6421,716,02/11/2016,03/04/2017,31.21381695,-82.35490625,United States of America,USA
6422,4016,11/02/2017,12/07/2017,33.03647056,-85.03187464,United States of America,USA
6423,2594,01/10/2016,08/09/2017,34.96891075,-90.00345748,United States of America,USA
6424,428,17/12/2016,15/07/2017,32.36418601,-88.70361434,United States of America,USA
6425,3695,15/11/2016,25/09/2017,31.69737917,-89.1392725,United States of America,USA
6426,4316,03/08/2016,25/07/2017,34.94942873,-81.93227055,United States of America,USA
6427,383,12/09/2016,04/08/2017,33.49680422,-80.86223251,United States of America,USA
6428,1816,29/05/2017,22/12/2017,40.94777061,-90.37108362,United States of America,USA
6429,3311,14/12/2016,09/06/2017,41.52998313,-88.10667403,United States of America,USA
6430,3241,28/08/2016,02/12/2016,37.30582237,-89.51808659,United States of America,USA
6431,1675,09/01/2017,19/07/2017,42.26970542,-89.06969019,United States of America,USA
6432,2683,19/02/2017,10/07/2017,42.04834943,-87.69995467,United States of America,USA
6433,847,01/07/2017,22/02/2018,41.49339622,-90.53461369,United States of America,USA
6434,2987,21/03/2017,12/06/2017,42.03946108,-88.28991866,United States of America,USA
6435,2068,21/03/2017,03/01/2018,39.82889833,-84.89028121,United States of America,USA
6436,3684,20/09/2016,01/06/2017,39.46664654,-87.41387394,United States of America,USA
6437,332,15/02/2017,24/11/2017,40.41720868,-86.87824772,United States of America,USA
6438,2996,21/10/2016,04/07/2017,40.55833701,-85.65917485,United States of America,USA
6439,3132,26/01/2017,28/07/2017,41.68330711,-86.25001734,United States of America,USA
6440,1180,15/04/2017,19/03/2018,38.3108773,-85.82128382,United States of America,USA
6441,1940,03/10/2016,11/09/2017,41.68294537,-85.96879419,United States of America,USA
6442,3724,12/10/2016,15/01/2017,36.86548749,-87.4886239,United States of America,USA
6443,3147,20/05/2017,27/09/2017,37.12888226,-84.08335372,United States of America,USA
6444,4369,11/02/2017,27/05/2017,37.33274579,-87.5022148,United States of America,USA
6445,3363,24/07/2016,29/05/2017,35.93799888,-77.79076624,United States of America,USA
6446,365,02/06/2017,14/10/2017,35.67078005,-80.4744784,United States of America,USA
6447,2672,18/03/2017,29/11/2017,35.99995892,-78.91999964,United States of America,USA
6448,2688,09/11/2016,27/09/2017,34.62720034,-79.01190617,United States of America,USA
6449,1829,16/03/2017,08/01/2018,39.94028688,-82.01332503,United States of America,USA
6450,2887,04/05/2017,07/01/2018,40.75832481,-82.51554244,United States of America,USA
6451,3544,23/11/2016,20/07/2017,41.37474713,-83.65139042,United States of America,USA
6452,3601,15/06/2017,06/10/2017,39.92000388,-83.799986,United States of America,USA
6453,952,07/01/2017,12/05/2017,39.71921511,-82.6053044,United States of America,USA
6454,2033,22/08/2016,10/07/2017,36.31332481,-82.35361434,United States of America,USA
6455,1337,14/11/2016,19/07/2017,36.54832338,-82.56194788,United States of America,USA
6456,3543,22/08/2016,08/06/2017,35.61499534,-87.03526656,United States of America,USA
6457,4134,25/04/2017,29/12/2017,35.22290041,-89.84109013,United States of America,USA
6458,3662,01/05/2017,17/09/2017,37.22941876,-80.41419784,United States of America,USA
6459,507,20/01/2017,21/09/2017,38.44942181,-78.86917586,United States of America,USA
6460,4215,06/12/2016,26/05/2017,37.22776512,-77.40223698,United States of America,USA
6461,1748,15/03/2017,26/02/2018,37.03002525,-76.34994979,United States of America,USA
6462,782,26/07/2016,12/02/2017,43.75082949,-87.71442407,United States of America,USA
6463,4200,30/07/2016,03/02/2017,43.0116498,-88.23136926,United States of America,USA
6464,2094,13/11/2016,07/03/2017,43.80136904,-91.23942855,United States of America,USA
6465,2904,10/09/2016,01/08/2017,44.81135907,-91.49835331,United States of America,USA
6466,4523,31/10/2016,19/08/2017,43.98505292,-90.50389205,United States of America,USA
6467,509,19/12/2016,21/08/2017,42.68262596,-89.02157943,United States of America,USA
6468,1848,04/03/2017,21/10/2017,44.26867902,-88.40050623,United States of America,USA
6469,1052,27/09/2016,17/01/2017,39.26665875,-81.56164718,United States of America,USA
6470,3755,07/05/2017,19/08/2017,37.79388043,-80.30348108,United States of America,USA
6471,135,12/09/2016,13/05/2017,39.28327272,-80.33691573,United States of America,USA
6472,2311,22/02/2017,01/11/2017,39.15808657,-75.524703,United States of America,USA
6473,1431,27/12/2016,01/10/2017,38.60305585,-76.93893193,United States of America,USA
6474,3935,04/05/2017,19/03/2018,38.9783301,-76.49249923,United States of America,USA
6475,2403,13/12/2016,04/08/2017,39.64164878,-77.72027958,United States of America,USA
6476,815,18/04/2017,26/12/2017,40.91999453,-74.17000533,United States of America,USA
6477,2817,10/04/2017,01/09/2017,43.08296328,-73.78501591,United States of America,USA
6478,2352,04/06/2017,11/11/2017,41.70023114,-73.92141585,United States of America,USA
6479,3205,11/08/2016,11/07/2017,44.69498374,-73.45798161,United States of America,USA
6480,938,16/09/2016,30/11/2016,40.75194277,-80.31942326,United States of America,USA
6481,3444,30/05/2017,07/12/2017,40.51859784,-78.39496708,United States of America,USA
6482,1722,01/01/2017,12/04/2017,41.24108604,-77.0013829,United States of America,USA
6483,3004,15/03/2017,04/07/2017,40.03777447,-76.30576644,United States of America,USA
6484,1393,08/09/2016,05/05/2017,40.59998822,-75.50002751,United States of America,USA
6485,4570,16/02/2017,11/10/2017,44.5518917,-69.64578536,United States of America,USA
6486,938,09/05/2017,18/03/2018,45.16598859,-67.24239201,United States of America,USA
6487,4588,29/08/2016,24/05/2017,46.12551658,-67.83971989,United States of America,USA
6488,4125,04/03/2017,10/09/2017,42.11663983,-86.45419092,United States of America,USA
6489,4921,15/09/2016,19/05/2017,42.32109764,-85.17974675,United States of America,USA
6490,3321,27/09/2016,28/05/2017,43.5944566,-83.88889531,United States of America,USA
6491,4575,22/06/2017,05/10/2017,45.06160219,-83.43269576,United States of America,USA
6492,1759,08/02/2017,21/05/2017,45.82246014,-88.06409265,United States of America,USA
6493,3739,09/03/2017,04/10/2017,46.4558065,-90.15939112,United States of America,USA
6494,2159,20/12/2016,20/07/2017,55.33970868,-160.4971908,United States of America,USA
6495,2812,06/01/2017,23/06/2017,55.21397992,-132.8006385,United States of America,USA
6496,3234,19/09/2016,18/08/2017,60.38864671,-166.1899372,United States of America,USA
6497,3078,30/07/2016,05/03/2017,70.4693795,-157.395778,United States of America,USA
6498,2336,14/07/2017,02/07/2018,56.94909365,-158.6268915,United States of America,USA
6499,2566,31/03/2017,17/01/2018,55.91861391,-159.1511489,United States of America,USA
6500,863,19/03/2017,24/02/2018,59.05656031,-158.4803121,United States of America,USA
6501,3088,03/03/2017,24/08/2017,59.12099265,-161.5871302,United States of America,USA
6502,2001,02/06/2017,04/04/2018,61.00414329,-159.9404806,United States of America,USA
6503,2946,08/11/2016,14/08/2017,60.58548667,-165.2557892,United States of America,USA
6504,1044,07/04/2017,07/10/2017,62.08552431,-163.729009,United States of America,USA
6505,4327,01/12/2016,19/09/2017,62.77698081,-164.5229916,United States of America,USA
6506,1676,30/06/2017,19/04/2018,64.32719627,-158.7218986,United States of America,USA
6507,3625,08/05/2017,30/12/2017,65.26359906,-166.3607864,United States of America,USA
6508,1900,30/11/2016,27/07/2017,64.88028912,-157.7008499,United States of America,USA
6509,52,16/10/2016,14/10/2017,66.9072455,-156.8809774,United States of America,USA
6510,3388,06/05/2017,05/02/2018,66.60387901,-160.0093911,United States of America,USA
6511,3376,11/05/2017,14/11/2017,62.3237785,-150.1094269,United States of America,USA
6512,4232,05/10/2016,26/04/2017,60.78415672,-148.6776797,United States of America,USA
6513,1144,05/05/2017,23/12/2017,62.07968487,-150.0727625,United States of America,USA
6514,4308,19/03/2017,20/09/2017,63.88283063,-152.3121865,United States of America,USA
6515,3511,14/02/2017,12/05/2017,63.39159446,-148.9507896,United States of America,USA
6516,2083,25/11/2016,12/03/2017,62.27135276,-145.3821961,United States of America,USA
6517,1933,08/11/2016,14/10/2017,64.78799501,-141.1999966,United States of America,USA
6518,2122,15/08/2016,21/06/2017,64.56379681,-149.0930032,United States of America,USA
6519,4953,25/10/2016,22/08/2017,64.15252993,-145.8421939,United States of America,USA
6520,946,22/10/2016,17/05/2017,66.56548342,-152.6454995,United States of America,USA
6521,3856,06/02/2017,18/12/2017,65.17187339,-152.0787899,United States of America,USA
6522,3877,11/04/2017,05/09/2017,47.52367413,-92.53640365,United States of America,USA
6523,1117,02/05/2017,12/08/2017,44.0504236,-91.63919743,United States of America,USA
6524,2943,24/10/2016,29/03/2017,44.02205324,-92.46968937,United States of America,USA
6525,4775,25/06/2017,19/06/2018,44.65010276,-93.24251042,United States of America,USA
6526,1669,17/04/2017,13/09/2017,47.90042116,-91.82569767,United States of America,USA
6527,4561,13/07/2017,17/11/2017,46.87430808,-96.74219344,United States of America,USA
6528,4311,19/07/2017,09/11/2017,45.56120994,-94.16222172,United States of America,USA
6529,851,15/11/2016,29/01/2017,46.4088843,-105.8399844,United States of America,USA
6530,2240,27/08/2016,08/07/2017,45.68009157,-111.0378325,United States of America,USA
6531,3571,13/05/2017,20/02/2018,48.18396975,-106.6352588,United States of America,USA
6532,318,15/10/2016,06/09/2017,46.88399742,-102.7888011,United States of America,USA
6533,4967,06/02/2017,16/12/2017,46.90601158,-98.70297815,United States of America,USA
6534,2400,16/01/2017,15/08/2017,48.15678794,-103.6280005,United States of America,USA
6535,1005,17/04/2017,01/03/2018,21.98151227,-159.3710063,United States of America,USA
6536,1617,08/06/2017,11/02/2018,21.50309186,-158.0236209,United States of America,USA
6537,246,02/06/2017,14/04/2018,20.89147544,-156.5047213,United States of America,USA
6538,3061,27/09/2016,01/02/2017,42.32262209,-111.2969123,United States of America,USA
6539,4639,31/05/2017,26/03/2018,42.5609538,-114.4605693,United States of America,USA
6540,4503,18/01/2017,03/01/2018,43.66096417,-116.6705378,United States of America,USA
6541,2512,20/01/2017,21/06/2017,45.17567792,-113.8949966,United States of America,USA
6542,2023,28/04/2017,29/10/2017,47.67808331,-116.7794458,United States of America,USA
6543,699,29/10/2016,24/07/2017,46.29181134,-119.2911013,United States of America,USA
6544,2956,25/06/2017,08/01/2018,48.76013613,-122.4869269,United States of America,USA
6545,3406,03/10/2016,25/01/2017,46.13871991,-122.9369511,United States of America,USA
6546,210,15/06/2017,24/01/2018,46.06515851,-118.3418828,United States of America,USA
6547,3615,02/03/2017,02/07/2017,46.97489626,-123.8143911,United States of America,USA
6548,4771,03/02/2017,23/09/2017,47.57359552,-122.6420175,United States of America,USA
6549,1248,18/06/2017,24/01/2018,47.9604175,-122.1999677,United States of America,USA
6550,2717,30/11/2016,13/05/2017,35.14817629,-114.5674878,United States of America,USA
6551,1935,05/12/2016,02/10/2017,35.28470542,-110.7006954,United States of America,USA
6552,1147,20/03/2017,27/01/2018,32.95037762,-112.7246546,United States of America,USA
6553,4435,25/05/2017,07/05/2018,31.71314048,-110.066884,United States of America,USA
6554,707,07/05/2017,04/09/2017,32.25321088,-109.8313945,United States of America,USA
